ts,machine_id,operator_id,engine_on,idle,fuel_l,load_cycle,belt_fastened,harsh_event,episode,sim_weather,sim_operator_skill,continuous_operation_min,fatigue_risk
2025-05-01 11:50,EXC001,OP1001,1,0,0.0861,1,1,0,work,Cloudy,Expert,231,0.073
2025-05-01 11:51,EXC001,OP1001,1,0,0.0856,0,1,0,work,Cloudy,Expert,232,0.074
2025-05-01 11:52,EXC001,OP1001,1,0,0.0837,0,1,0,work,Cloudy,Expert,233,0.076
2025-05-01 11:53,EXC001,OP1001,1,0,0.0769,0,1,0,work,Cloudy,Expert,234,0.077
2025-05-01 11:54,EXC001,OP1001,1,0,0.0867,0,1,0,work,Cloudy,Expert,235,0.079
2025-05-01 11:55,EXC001,OP1001,1,0,0.0909,0,1,0,work,Cloudy,Expert,236,0.08
2025-05-01 11:56,EXC001,OP1001,1,0,0.0828,0,1,0,work,Cloudy,Expert,237,0.082
2025-05-01 11:57,EXC001,OP1001,1,0,0.0899,0,1,0,work,Cloudy,Expert,238,0.083
2025-05-01 11:58,EXC001,OP1001,1,0,0.0848,0,1,0,work,Cloudy,Expert,239,0.085
2025-05-01 11:59,EXC001,OP1001,1,0,0.0936,0,1,0,work,Cloudy,Expert,240,0.086
2025-05-01 12:00,EXC001,OP1001,1,0,0.0867,1,1,0,work,Cloudy,Expert,241,0.087
2025-05-01 12:01,EXC001,OP1001,1,0,0.0784,1,1,0,work,Cloudy,Expert,242,0.089
2025-05-01 12:02,EXC001,OP1001,1,0,0.0862,0,1,0,work,Cloudy,Expert,243,0.09
2025-05-01 12:03,EXC001,OP1001,1,0,0.082,0,1,0,work,Cloudy,Expert,244,0.092
2025-05-01 12:04,EXC001,OP1001,1,0,0.0953,1,1,0,work,Cloudy,Expert,245,0.093
2025-05-01 12:05,EXC001,OP1001,1,0,0.0888,0,1,0,work,Cloudy,Expert,246,0.095
2025-05-01 12:06,EXC001,OP1001,1,0,0.0894,0,1,0,work,Cloudy,Expert,247,0.096
2025-05-01 12:07,EXC001,OP1001,1,0,0.089,0,1,0,work,Cloudy,Expert,248,0.098
2025-05-01 12:08,EXC001,OP1001,1,0,0.0878,0,1,0,work,Cloudy,Expert,249,0.099
2025-05-01 12:09,EXC001,OP1001,1,0,0.0923,0,1,0,work,Cloudy,Expert,250,0.101
2025-05-01 12:10,EXC001,OP1001,1,0,0.0815,0,1,0,work,Cloudy,Expert,251,0.102
2025-05-01 12:11,EXC001,OP1001,1,0,0.0886,0,1,0,work,Cloudy,Expert,252,0.104
2025-05-01 12:12,EXC001,OP1001,1,0,0.0944,0,1,0,work,Cloudy,Expert,253,0.105
2025-05-01 12:13,EXC001,OP1001,1,0,0.0756,0,1,0,work,Cloudy,Expert,254,0.106
2025-05-01 12:14,EXC001,OP1001,1,0,0.082,0,1,0,work,Cloudy,Expert,255,0.108
2025-05-01 12:15,EXC001,OP1001,1,0,0.0832,1,1,0,work,Cloudy,Expert,256,0.109
